SaleID,price
150000,41060.24246918791
150001,306.49650817006886
150002,6290.4811235527895
150003,12131.594043434201
150004,553.770308324079
150005,1995.993764010407
150006,4601.979471181004
150007,10326.85280983369
150008,3275.764405474455
150009,2154.105187658086
150010,3424.39194210203
150011,6458.071132180683
150012,2548.336162759003
150013,11653.906517763968
150014,11746.045431795672
150015,357.9252172398352
150016,574.4636078396331
150017,6279.34624592206
150018,10559.930491133458
150019,1333.608501082438
150020,5136.180612453832
150021,12942.27066964209
150022,1451.5020897482254
150023,15152.052000390428
150024,1480.1030964657125
150025,6201.925072110581
150026,1555.4061070667137
150027,3910.3091195095635
150028,21802.3193036688
150029,15567.84376421777
150030,1452.448344849629
150031,213.37186187742475
150032,4026.707001342981
150033,2726.7024105300343
150034,3248.3166497600114
150035,7632.775077977082
150036,1057.3193424167798
150037,3829.169334913213
150038,26105.6167313389
150039,1669.4951093352533
150040,13821.317391051274
150041,4562.840539112923
150042,15891.606913955919
150043,25448.387200479385
150044,6545.261043771705
150045,2242.1057821090726
150046,2859.5052596629002
150047,45634.66634620092
150048,1201.6394452526038
150049,35298.76982906183
150050,5335.328423105309
150051,9543.262651233566
150052,1033.2619916931635
150053,687.119535784878
150054,14702.843211299827
150055,4088.5542995259757
150056,888.9171786305596
150057,2741.571341061449
150058,1208.8366958400893
150059,2577.50222274656
150060,9196.495654911549
150061,3099.021334146014
150062,982.0862317526281
150063,11269.857547758213
150064,21086.535626120043
150065,9998.287249971501
150066,12897.606192581748
150067,3578.415928113693
150068,1035.909470334887
150069,2891.8597120575596
150070,1782.5321260344294
150071,580.7432130918569
150072,946.9091095174299
150073,23591.471902425692
150074,233.55949811097935
150075,1089.9728887002254
150076,2128.903344526262
150077,5047.216513920149
150078,2543.1984666403173
150079,3231.458803535637
150080,2775.5348476235013
150081,8825.06304420987
150082,15117.939096072227
150083,529.4066708699672
150084,3937.1149628774992
150085,3633.3817819335914
150086,35021.14605049028
150087,304.2425648563345
150088,2986.5787628675535
150089,3084.037849911899
150090,973.9363246105219
150091,6876.213835721609
150092,5499.693717558555
150093,860.1483681679534
150094,10960.092002649832
150095,161.7268239760356
150096,14347.34146623567
150097,8633.785686178177
150098,464.7919082389902
150099,366.6555457808395
150100,473.2890762816091
150101,4181.076185872095
150102,1685.172412679431
150103,2675.5264811722714
150104,4010.0625958968303
150105,940.235568982159
150106,2228.0583777647953
150107,582.7651501127971
150108,7615.585763396978
150109,2060.1578005652686
150110,3082.5342278059516
150111,11016.539923273896
150112,10643.218291184447
150113,1824.424404916157
150114,959.6073098578025
150115,2639.8007214777326
150116,6319.789236641655
150117,3014.6955390323246
150118,23196.57232387402
150119,9702.654639546137
150120,14351.19113701444
150121,1477.4494366561848
150122,7869.277230936338
150123,67.96695953564102
150124,14187.422195137471
150125,4251.0731908014795
150126,2151.8001736973083
150127,16621.119619430625
150128,30300.561732984297
150129,2894.100165364932
150130,3414.439286039347
150131,897.6544033912029
150132,4049.340997068088
150133,6312.8053905791785
150134,15579.137756705168
150135,1284.8262803713337
150136,1341.709243627914
150137,3279.67608800771
150138,6907.458821353898
150139,943.4261871940943
150140,1370.0044852724823
150141,2197.7609469908152
150142,8839.611739965676
150143,5768.4505670182725
150144,997.7460991166099
150145,1937.9757796617491
150146,6813.13524804723
150147,1300.6967097171396
150148,2340.9222130894095
150149,632.0265621489141
150150,3517.7460946417577
150151,7348.123352732434
150152,646.4970947531472
150153,901.6422190434196
150154,19581.1133223417
150155,2878.503861718324
150156,346.47457342964725
150157,5238.254105787449
150158,1259.8534544438098
150159,11573.043716444194
150160,46333.61380279679
150161,899.713605731098
150162,802.2508891171797
150163,705.4161606540471
150164,5246.883523380637
150165,3486.4615747818134
150166,7031.864976337262
150167,2468.903132214293
150168,4732.175237972337
150169,2260.641806281158
150170,3172.167737294326
150171,4171.4183331102
150172,1863.8769763886598
150173,6270.642169745485
150174,3273.6114830941333
150175,608.5653716281562
150176,22871.744119592986
150177,191.20945233092087
150178,1562.3620157230296
150179,3813.591663004523
150180,665.3847263525372
150181,1553.6320413331391
150182,5575.114305403761
150183,944.3780624488778
150184,663.5627160896584
150185,8977.317475553242
150186,2595.8991645770857
150187,18147.11469982865
150188,2675.9452037429937
150189,4896.213746056736
150190,5415.039464509903
150191,96.62060129317824
150192,1985.7360658621508
150193,3950.61157926437
150194,15804.598861184124
150195,852.3551569360994
150196,18218.065570799983
150197,3344.2998682847074
150198,3708.424504637779
150199,3218.4253943569747
150200,2344.1534493443132
150201,10485.06279695913
150202,2057.5819175185825
150203,439.6394383162075
150204,3708.7524425957436
150205,1046.8093211475068
150206,12518.712961625726
150207,1594.0725478164704
150208,1316.0604262046895
150209,1907.3634364459465
150210,6227.309951707814
150211,9938.665733017879
150212,10416.370381584496
150213,1130.4205824531655
150214,4675.043331561958
150215,147.3756878705611
150216,26760.11154119089
150217,2441.5632667798227
150218,10637.726322777035
150219,11103.646195663576
150220,2368.7466918409104
150221,9308.36350995177
150222,1044.2728117329762
150223,4139.404996309299
150224,590.7416079124118
150225,809.0164656124359
150226,5684.700216581846
150227,644.6888068796209
150228,903.5623608243303
150229,741.3592538589968
150230,5547.105658870726
150231,710.3410798760282
150232,9934.313318856231
150233,1753.5352180353811
150234,860.5283673426935
150235,3222.14910714189
150236,686.5408156739113
150237,1548.0545993597384
150238,600.7531550854804
150239,1303.3192556300785
150240,8057.587340133117
150241,1865.2435944884369
150242,7075.677365182592
150243,3252.433880893177
150244,262.07441410544914
150245,2339.6963363472396
150246,2152.402225054073
150247,2898.2961671214885
150248,957.1639767751635
150249,3455.5567584701166
150250,825.7849431268695
150251,907.7382558962556
150252,15307.84107898343
150253,1429.2082011295904
150254,4262.771981508601
150255,10205.407522429112
150256,424.2018698867364
150257,7090.3320187865465
150258,8592.645259397723
150259,1776.1233680687772
150260,9607.067970210195
150261,2145.435319955941
150262,676.1244413421604
150263,4517.512698594156
150264,847.1467204242905
150265,1546.0321823799814
150266,477.52327331757505
150267,5045.035207998918
150268,1368.9149898702728
150269,8023.524204183462
150270,1015.3680250592602
150271,4265.007475445517
150272,27593.013328924226
150273,24534.761666880964
150274,715.0720976250617
150275,95.33839955109858
150276,1966.6799268251027
150277,11120.351041445305
150278,40709.46522738092
150279,7910.903055261496
150280,3474.3767578159577
150281,935.2547844559087
150282,696.1382254819058
150283,23364.550402165754
150284,4308.493743891894
150285,8199.874182929612
150286,17848.396029316198
150287,809.4979479163842
150288,1830.6565818203062
150289,348.17552165638006
150290,5212.82445049421
150291,22227.28768762829
150292,8677.232979528333
150293,3020.3007622338864
150294,13582.135883523708
150295,866.218529279962
150296,9873.376130813656
150297,409.3098518452478
150298,3877.008340299925
150299,176.99022156890618
150300,4187.809668351417
150301,29858.38065915191
150302,709.3576188100004
150303,3733.588447798733
150304,871.7052913793294
150305,2328.798155219616
150306,4365.022701225622
150307,12511.312399448994
150308,1342.9034831323313
150309,1641.5666756744845
150310,917.7425799375872
150311,9598.747291736265
150312,8738.885426448847
150313,7143.031486753424
150314,463.1615787830699
150315,1633.2584787606188
150316,19863.37750832669
150317,17759.007593744558
150318,5525.576526372509
150319,17316.41035567828
150320,3811.640394174076
150321,2430.329706486053
150322,4331.016701739218
150323,9676.331980012958
150324,994.4562246183639
150325,1341.219325108657
150326,467.968515654262
150327,365.5512490590613
150328,2076.6764590982148
150329,7409.928783523437
150330,8858.015849026757
150331,217.03475256971163
150332,58324.13097520472
150333,2749.218588675376
150334,169.74049546243737
150335,9921.215037428894
150336,758.6551465106802
150337,3596.777533279078
150338,13858.991866847813
150339,2788.4019332305115
150340,12597.648035949278
150341,6302.97057904419
150342,2515.8937013186596
150343,2681.779537510827
150344,3575.2400911187647
150345,14994.404193267757
150346,3713.6955433986886
150347,7409.048900844391
150348,2360.1497298634886
150349,1262.1731128855808
150350,1838.400319154959
150351,23768.378833199175
150352,12417.457219489446
150353,923.8380590195546
150354,2373.82704513547
150355,12599.47222167538
150356,1994.508284001582
150357,686.5865677509607
150358,13890.692987890769
150359,6021.40698062439
150360,4082.719504426358
150361,1731.4290934851779
150362,2366.6441403925246
150363,19877.876878352778
150364,1044.3336934735935
150365,12359.0866199074
150366,6105.853691709305
150367,28124.793712079932
150368,1835.9088698784562
150369,1397.736876134274
150370,801.3392480325219
150371,11421.746144432072
150372,1920.0255479708264
150373,4904.129706297553
150374,3599.2723346947514
150375,2391.382690177208
150376,784.5969886915473
150377,6922.292924371204
150378,11647.726931410649
150379,2795.2675152353395
150380,3877.136068659223
150381,5725.000211432005
150382,12734.780658835709
150383,4589.148271056076
150384,3479.2570873218797
150385,1487.3411135758588
150386,5356.252799365272
150387,7130.187139912498
150388,5679.020938570052
150389,916.6286848866363
150390,130.48467180349064
150391,1329.4511806441456
150392,1276.8321129920864
150393,2026.4068855872756
150394,1720.1180977248926
150395,2429.3443854691573
150396,2280.5504877063186
150397,6424.448600853938
150398,17018.123053834737
150399,687.8961601037306
150400,8547.145135285562
150401,7414.499407366984
150402,1129.9468843245145
150403,1105.548210725399
150404,6971.64769292055
150405,6797.5579908212185
150406,4580.344076527282
150407,1948.7182928954355
150408,9237.406523621183
150409,17156.74629899214
150410,10604.557766953589
150411,3837.270446822757
150412,3437.0693800694144
150413,5360.774416586321
150414,13247.47164538268
150415,10404.551709732325
150416,17283.783831078643
150417,1637.781278590864
150418,2106.9174102977477
150419,1016.1047658170255
150420,9052.93923657731
150421,4673.681704843724
150422,18760.46449980042
150423,776.5502267644847
150424,7650.826938123784
150425,3678.3696270479386
150426,8153.288652305045
150427,458.7039519164326
150428,13318.978915267726
150429,5814.45461941678
150430,2679.138076326851
150431,1472.3571224855104
150432,653.1616959919522
150433,9917.305850744335
150434,2157.5109287744694
150435,40699.65719453218
150436,516.2750801096995
150437,603.1597632589187
150438,1832.451707228984
150439,1194.277758970716
150440,1472.0691436208128
150441,357.13120624685956
150442,3323.8568015198325
150443,3153.516907969674
150444,14182.496220029705
150445,18760.478895467226
150446,11586.022846179461
150447,135.329431068187
150448,13726.934217211743
150449,22892.399652201966
150450,5756.37767272305
150451,1120.9974092905245
150452,4367.970429809678
150453,11409.69129742651
150454,6955.376331264364
150455,8093.489154682243
150456,17465.357320568524
150457,1340.2829793023175
150458,9686.680243768933
150459,10430.691260642012
150460,3605.660502310025
150461,1521.6072857311383
150462,7922.416317444833
150463,3770.53697360666
150464,5862.646567377559
150465,11438.362220262134
150466,1899.6342611330756
150467,12656.3551692857
150468,4386.022479411996
150469,4356.186493121095
150470,1926.109200223527
150471,3899.323797124804
150472,11396.422529233427
150473,3389.0116515454197
150474,1245.2458437472174
150475,773.3091993813418
150476,836.5411912503721
